SourceRow;WorkerID;RawPrefix;PrefixASCII;n;X;Parity;Const;Y;Trailing;ActualTail;CalcTail;Result;FirstDiffPos;ActualAtDiff;CalcAtDiff;ActualLen;CalcLen;ActualPairs;CalcPairs;;SOUHRN V1;;;
342;4900000101;14;70;2;4;0I0I0H;222;9;0;0L0Q040I0I0H66090;0L0Q040I0I0H66090;OK;;;;17;17;8;8;;;;;
343;6700000101;14;70;2;4;0I0I0H;222;9;0;0N0O040I0I0H66090;0N0O040I0I0H66090;OK;;;;17;17;8;8;;;;;
344;8410000101;14;70;3;53;0I0I0H;221;57;;0P0L0I1H0I0I0H651L;0P0L0I1H0I0I0H651L;OK;;;;18;18;9;9;;;;;
345;1490000101;15;71;3;54;0I0H0I;221;58;;0I0L0Q1I0I0H0I651M;0I0L0Q1I0I0H0I651M;OK;;;;18;18;9;9;;;;;
346;1580000101;15;71;3;54;0I0H0I;221;58;;0I0M0P1I0I0H0I651M;0I0M0P1I0I0H0I651M;OK;;;;18;18;9;9;;;;;
347;1670000101;15;71;3;54;0I0H0I;221;58;;0I0N0O1I0I0H0I651M;0I0N0O1I0I0H0I651M;OK;;;;18;18;9;9;;;;;
348;1EB4J00101;71;71;5;52;0I0H0I;219;54;0;0I120Z0L171G0I0H0I631I0;0I120Z0L171G0I0H0I631I0;OK;;;;23;23;11;11;;;;;
349;5900000101;15;71;2;5;0I0H0I;222;10;0;0M0Q050I0H0I660A0;0M0Q050I0H0I660A0;OK;;;;17;17;8;8;;;;;
350;7700000101;15;71;2;5;0I0H0I;222;10;0;0O0O050I0H0I660A0;0O0O050I0H0I660A0;OK;;;;17;17;8;8;;;;;
351;9410000101;15;71;3;54;0I0H0I;221;58;;0Q0L0I1I0I0H0I651M;0Q0L0I1I0I0H0I651M;OK;;;;18;18;9;9;;;;;
352;1680000101;16;72;3;55;0I0I0H;221;59;;0I0N0P1J0I0I0H651N;0I0N0P1J0I0I0H651N;OK;;;;18;18;9;9;;;;;
353;1770000101;16;72;3;55;0I0I0H;221;59;;0I0O0O1J0I0I0H651N;0I0O0O1J0I0I0H651N;OK;;;;18;18;9;9;;;;;
354;3750000101;16;72;3;55;0I0I0H;221;59;;0K0O0M1J0I0I0H651N;0K0O0M1J0I0I0H651N;OK;;;;18;18;9;9;;;;;
355;UPZRJ00101;172;72;5;53;0I0I0H;219;55;0;1I1D1N1F171H0I0I0H631J0;1I1D1N1F171H0I0I0H631J0;OK;;;;23;23;11;11;;;;;
356;1870000101;17;73;3;56;0I0H0I;221;60;;0I0P0O1K0I0H0I651O;0I0P0O1K0I0H0I651O;OK;;;;18;18;9;9;;;;;
357;1960000101;17;73;3;56;0I0H0I;221;60;;0I0Q0N1K0I0H0I651O;0I0Q0N1K0I0H0I651O;OK;;;;18;18;9;9;;;;;
358;8800000101;17;73;2;7;0I0H0I;222;12;0;0P0P070I0H0I660C0;0P0P070I0H0I660C0;OK;;;;17;17;8;8;;;;;
359;9700000101;17;73;2;7;0I0H0I;222;12;0;0Q0O070I0H0I660C0;0Q0O070I0H0I660C0;OK;;;;17;17;8;8;;;;;
360;1790000101;18;74;3;57;0I0I0H;221;61;;0I0O0Q1L0I0I0H651P;0I0O0Q1L0I0I0H651P;OK;;;;18;18;9;9;;;;;
361;3EA7I00101;74;74;5;55;0I0I0H;219;57;0;0K120Y0O161J0I0I0H631L0;0K120Y0O161J0I0I0H631L0;OK;;;;23;23;11;11;;;;;
362;1890000101;19;75;3;58;0I0H0I;221;62;;0I0P0Q1M0I0H0I651Q;0I0P0Q1M0I0H0I651Q;OK;;;;18;18;9;9;;;;;
363;1980000101;19;75;3;58;0I0H0I;221;62;;0I0Q0P1M0I0H0I651Q;0I0Q0P1M0I0H0I651Q;OK;;;;18;18;9;9;;;;;
364;9900000101;19;75;2;9;0I0H0I;222;14;0;0Q0Q090I0H0I660E0;0Q0Q090I0H0I660E0;OK;;;;17;17;8;8;;;;;
365;11A0000101;20;76;3;59;0I0I0H;221;63;;0I0I0Y1N0I0I0H651R;0I0I0Y1N0I0I0H651R;OK;;;;18;18;9;9;;;;;
366;1990000101;20;76;3;59;0I0I0H;221;63;;0I0Q0Q1N0I0I0H651R;0I0Q0Q1N0I0I0H651R;OK;;;;18;18;9;9;;;;;
367;12A0000101;21;77;3;60;0I0H0I;221;64;;0I0J0Y1O0I0H0I651S;0I0J0Y1O0I0H0I651S;OK;;;;18;18;9;9;;;;;
368;9650000101;21;77;3;60;0I0H0I;221;64;;0Q0N0M1O0I0H0I651S;0Q0N0M1O0I0H0I651S;OK;;;;18;18;9;9;;;;;
369;C100000101;21;77;2;11;0I0H0I;222;16;0;100I0B0I0H0I660G0;100I0B0I0H0I660G0;OK;;;;17;17;8;8;;;;;
370;11C0000101;22;78;3;61;0I0I0H;221;65;;0I0I101P0I0I0H651T;0I0I101P0I0I0H651T;OK;;;;18;18;9;9;;;;;
371;13A0000101;22;78;3;61;0I0I0H;221;65;;0I0K0Y1P0I0I0H651T;0I0K0Y1P0I0I0H651T;OK;;;;18;18;9;9;;;;;
372;1B20000101;22;78;3;61;0I0I0H;221;65;;0I0Z0J1P0I0I0H651T;0I0Z0J1P0I0I0H651T;OK;;;;18;18;9;9;;;;;
373;22A0000101;22;78;3;61;0I0I0H;221;65;;0J0J0Y1P0I0I0H651T;0J0J0Y1P0I0I0H651T;OK;;;;18;18;9;9;;;;;
374;6EMC200101;78;78;5;59;0I0I0H;219;61;0;0N121A100J1N0I0I0H631P0;0N121A100J1N0I0I0H631P0;OK;;;;23;23;11;11;;;;;
375;12C0000101;23;79;3;62;0I0H0I;221;66;;0I0J101Q0I0H0I651U;0I0J101Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
376;13B0000101;23;79;3;62;0I0H0I;221;66;;0I0K0Z1Q0I0H0I651U;0I0K0Z1Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
377;14A0000101;23;79;3;62;0I0H0I;221;66;;0I0L0Y1Q0I0H0I651U;0I0L0Y1Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
378;1C20000101;23;79;3;62;0I0H0I;221;66;;0I100J1Q0I0H0I651U;0I100J1Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
379;21C0000101;23;79;3;62;0I0H0I;221;66;;0J0I101Q0I0H0I651U;0J0I101Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
380;2D00000101;23;79;2;13;0I0H0I;222;18;0;0J110D0I0H0I660I0;0J110D0I0H0I660I0;OK;;;;17;17;8;8;;;;;
381;3B10000101;23;79;3;62;0I0H0I;221;66;;0K0Z0I1Q0I0H0I651U;0K0Z0I1Q0I0H0I651U;OK;;;;18;18;9;9;;;;;
382;13C0000101;24;80;3;63;0I0I0H;221;67;;0I0K101R0I0I0H651V;0I0K101R0I0I0H651V;OK;;;;18;18;9;9;;;;;
383;15A0000101;24;80;3;63;0I0I0H;221;67;;0I0M0Y1R0I0I0H651V;0I0M0Y1R0I0I0H651V;OK;;;;18;18;9;9;;;;;
384;1D20000101;24;80;3;63;0I0I0H;221;67;;0I110J1R0I0I0H651V;0I110J1R0I0I0H651V;OK;;;;18;18;9;9;;;;;
385;2EAAF00101;80;80;5;61;0I0I0H;219;63;0;0J120Y0Y131P0I0I0H631R0;0J120Y0Y131P0I0I0H631R0;OK;;;;23;23;11;11;;;;;
386;F100000101;24;80;2;14;0I0I0H;222;19;0;130I0E0I0I0H660J0;130I0E0I0I0H660J0;OK;;;;17;17;8;8;;;;;
387;14C0000101;25;81;3;64;0I0H0I;221;68;;0I0L101S0I0H0I651W;0I0L101S0I0H0I651W;OK;;;;18;18;9;9;;;;;
388;1A60000101;25;81;3;64;0I0H0I;221;68;;0I0Y0N1S0I0H0I651W;0I0Y0N1S0I0H0I651W;OK;;;;18;18;9;9;;;;;
389;25A0000101;25;81;3;64;0I0H0I;221;68;;0J0M0Y1S0I0H0I651W;0J0M0Y1S0I0H0I651W;OK;;;;18;18;9;9;;;;;
390;2F00000101;25;81;2;15;0I0H0I;222;20;0;0J130F0I0H0I660K0;0J130F0I0H0I660K0;OK;;;;17;17;8;8;;;;;
391;D400000101;25;81;2;15;0I0H0I;222;20;0;110L0F0I0H0I660K0;110L0F0I0H0I660K0;OK;;;;17;17;8;8;;;;;
392;E300000101;25;81;2;15;0I0H0I;222;20;0;120K0F0I0H0I660K0;120K0F0I0H0I660K0;OK;;;;17;17;8;8;;;;;
393;G100000101;25;81;2;15;0I0H0I;222;20;0;140I0F0I0H0I660K0;140I0F0I0H0I660K0;OK;;;;17;17;8;8;;;;;
394;15C0000101;26;82;3;65;0I0I0H;221;69;;0I0M101T0I0I0H651X;0I0M101T0I0I0H651X;OK;;;;18;18;9;9;;;;;
395;17A0000101;26;82;3;65;0I0I0H;221;69;;0I0O0Y1T0I0I0H651X;0I0O0Y1T0I0I0H651X;OK;;;;18;18;9;9;;;;;
396;1A70000101;26;82;3;65;0I0I0H;221;69;;0I0Y0O1T0I0I0H651X;0I0Y0O1T0I0I0H651X;OK;;;;18;18;9;9;;;;;
397;24C0000101;26;82;3;65;0I0I0H;221;69;;0J0L101T0I0I0H651X;0J0L101T0I0I0H651X;OK;;;;18;18;9;9;;;;;
398;5EO1G00101;82;82;5;63;0I0I0H;219;65;0;0M121C0I141R0I0I0H631T0;0M121C0I141R0I0I0H631T0;OK;;;;23;23;11;11;;;;;
399;A800000101;26;82;2;16;0I0I0H;222;21;0;0Y0P0G0I0I0H660L0;0Y0P0G0I0I0H660L0;OK;;;;17;17;8;8;;;;;
400;B700000101;26;82;2;16;0I0I0H;222;21;0;0Z0O0G0I0I0H660L0;0Z0O0G0I0I0H660L0;OK;;;;17;17;8;8;;;;;
401;F300000101;26;82;2;16;0I0I0H;222;21;0;130K0G0I0I0H660L0;130K0G0I0I0H660L0;OK;;;;17;17;8;8;;;;;
402;H100000101;26;82;2;16;0I0I0H;222;21;0;150I0G0I0I0H660L0;150I0G0I0I0H660L0;OK;;;;17;17;8;8;;;;;
403;TYZTJ00101;182;82;5;63;0I0I0H;219;65;0;1H1M1N1H171R0I0I0H631T0;1H1M1N1H171R0I0I0H631T0;OK;;;;23;23;11;11;;;;;
404;17B0000101;27;83;3;66;0I0H0I;221;70;;0I0O0Z1U0I0H0I651Y;0I0O0Z1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
405;1B70000101;27;83;3;66;0I0H0I;221;70;;0I0Z0O1U0I0H0I651Y;0I0Z0O1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
406;1D50000101;27;83;3;66;0I0H0I;221;70;;0I110M1U0I0H0I651Y;0I110M1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
407;1E40000101;27;83;3;66;0I0H0I;221;70;;0I120L1U0I0H0I651Y;0I120L1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
408;1EEAF00101;83;83;5;64;0I0H0I;219;66;0;0I12120Y131S0I0H0I631U0;0I12120Y131S0I0H0I631U0;OK;;;;23;23;11;11;;;;;
409;1EPK100101;83;83;5;64;0I0H0I;219;66;0;0I121D180I1S0I0H0I631U0;0I121D180I1S0I0H0I631U0;OK;;;;23;23;11;11;;;;;
410;2G10000101;27;83;3;66;0I0H0I;221;70;;0J140I1U0I0H0I651Y;0J140I1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
411;D510000101;27;83;3;66;0I0H0I;221;70;;110M0I1U0I0H0I651Y;110M0I1U0I0H0I651Y;OK;;;;18;18;9;9;;;;;
412;17C0000101;28;84;3;67;0I0I0H;221;71;;0I0O101V0I0I0H651Z;0I0O101V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
413;18B0000101;28;84;3;67;0I0I0H;221;71;;0I0P0Z1V0I0I0H651Z;0I0P0Z1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
414;19A0000101;28;84;3;67;0I0I0H;221;71;;0I0Q0Y1V0I0I0H651Z;0I0Q0Y1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
415;1A90000101;28;84;3;67;0I0I0H;221;71;;0I0Y0Q1V0I0I0H651Z;0I0Y0Q1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
416;1B80000101;28;84;3;67;0I0I0H;221;71;;0I0Z0P1V0I0I0H651Z;0I0Z0P1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
417;1C70000101;28;84;3;67;0I0I0H;221;71;;0I100O1V0I0I0H651Z;0I100O1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
418;1F40000101;28;84;3;67;0I0I0H;221;71;;0I130L1V0I0I0H651Z;0I130L1V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
419;26C0000101;28;84;3;67;0I0I0H;221;71;;0J0N101V0I0I0H651Z;0J0N101V0I0I0H651Z;OK;;;;18;18;9;9;;;;;
420;AE6BE00101;84;84;5;65;0I0I0H;219;67;0;0Y120N0Z121T0I0I0H631V0;0Y120N0Z121T0I0I0H631V0;OK;;;;23;23;11;11;;;;;
421;C800000101;28;84;2;18;0I0I0H;222;23;0;100P0I0I0I0H660N0;100P0I0I0I0H660N0;OK;;;;17;17;8;8;;;;;
422;G400000101;28;84;2;18;0I0I0H;222;23;0;140L0I0I0I0H660N0;140L0I0I0I0H660N0;OK;;;;17;17;8;8;;;;;
423;I200000101;28;84;2;18;0I0I0H;222;23;0;160J0I0I0I0H660N0;160J0I0I0I0H660N0;OK;;;;17;17;8;8;;;;;
424;19B0000101;29;85;3;68;0I0H0I;221;72;;0I0Q0Z1W0I0H0I6520;0I0Q0Z1W0I0H0I6520;OK;;;;18;18;9;9;;;;;
425;1B90000101;29;85;3;68;0I0H0I;221;72;;0I0Z0Q1W0I0H0I6520;0I0Z0Q1W0I0H0I6520;OK;;;;18;18;9;9;;;;;
426;1E60000101;29;85;3;68;0I0H0I;221;72;;0I120N1W0I0H0I6520;0I120N1W0I0H0I6520;OK;;;;18;18;9;9;;;;;
427;2D60000101;29;85;3;68;0I0H0I;221;72;;0J110N1W0I0H0I6520;0J110N1W0I0H0I6520;OK;;;;18;18;9;9;;;;;
428;BE6BE00101;85;85;5;66;0I0H0I;219;68;0;0Z120N0Z121U0I0H0I631W0;0Z120N0Z121U0I0H0I631W0;OK;;;;23;23;11;11;;;;;
429;C900000101;29;85;2;19;0I0H0I;222;24;0;100Q0J0I0H0I660O0;100Q0J0I0H0I660O0;OK;;;;17;17;8;8;;;;;
430;D800000101;29;85;2;19;0I0H0I;222;24;0;110P0J0I0H0I660O0;110P0J0I0H0I660O0;OK;;;;17;17;8;8;;;;;
431;H400000101;29;85;2;19;0I0H0I;222;24;0;150L0J0I0H0I660O0;150L0J0I0H0I660O0;OK;;;;17;17;8;8;;;;;
432;IEK4700101;85;85;5;66;0I0H0I;219;68;0;1612180L0O1U0I0H0I631W0;1612180L0O1U0I0H0I631W0;OK;;;;23;23;11;11;;;;;
433;19C0000101;30;86;3;69;0I0I0H;221;73;;0I0Q101X0I0I0H6521;0I0Q101X0I0I0H6521;OK;;;;18;18;9;9;;;;;
434;1G50000101;30;86;3;69;0I0I0H;221;73;;0I140M1X0I0I0H6521;0I140M1X0I0I0H6521;OK;;;;18;18;9;9;;;;;
435;1H40000101;30;86;3;69;0I0I0H;221;73;;0I150L1X0I0I0H6521;0I150L1X0I0I0H6521;OK;;;;18;18;9;9;;;;;
436;1I30000101;30;86;3;69;0I0I0H;221;73;;0I160K1X0I0I0H6521;0I160K1X0I0I0H6521;OK;;;;18;18;9;9;;;;;
437;2C80000101;30;86;3;69;0I0I0H;221;73;;0J100P1X0I0I0H6521;0J100P1X0I0I0H6521;OK;;;;18;18;9;9;;;;;
438;2E60000101;30;86;3;69;0I0I0H;221;73;;0J120N1X0I0I0H6521;0J120N1X0I0I0H6521;OK;;;;18;18;9;9;;;;;
439;2EGBE00101;86;86;5;67;0I0I0H;219;69;0;0J12140Z121V0I0I0H631X0;0J12140Z121V0I0I0H631X0;OK;;;;23;23;11;11;;;;;
440;2EUE400101;86;86;5;67;0I0I0H;219;69;0;0J121I120L1V0I0I0H631X0;0J121I120L1V0I0I0H631X0;OK;;;;23;23;11;11;;;;;
441;D08OJ00101;86;86;5;67;0I0I0H;219;69;0;110H0P1C171V0I0I0H631X0;110H0P1C171V0I0I0H631X0;OK;;;;23;23;11;11;;;;;
442;F700000101;30;86;2;20;0I0I0H;222;25;0;130O0K0I0I0H660P0;130O0K0I0I0H660P0;OK;;;;17;17;8;8;;;;;
443;I400000101;30;86;2;20;0I0I0H;222;25;0;160L0K0I0I0H660P0;160L0K0I0I0H660P0;OK;;;;17;17;8;8;;;;;
444;K200000101;30;86;2;20;0I0I0H;222;25;0;180J0K0I0I0H660P0;180J0K0I0I0H660P0;OK;;;;17;17;8;8;;;;;
445;1ECID00101;87;87;5;68;0I0H0I;219;70;0;0I121016111W0I0H0I631Y0;0I121016111W0I0H0I631Y0;OK;;;;23;23;11;11;;;;;
446;1ETG500101;87;87;5;68;0I0H0I;219;70;0;0I121H140M1W0I0H0I631Y0;0I121H140M1W0I0H0I631Y0;OK;;;;23;23;11;11;;;;;
447;4EFBE00101;87;87;5;68;0I0H0I;219;70;0;0L12130Z121W0I0H0I631Y0;0L12130Z121W0I0H0I631Y0;OK;;;;23;23;11;11;;;;;
448;0FUG500101;88;88;5;69;0I0I0H;219;71;0;0H131I140M1X0I0I0H631Z0;0H131I140M1X0I0I0H631Z0;OK;;;;23;23;11;11;;;;;
449;2EY0G00101;88;88;5;69;0I0I0H;219;71;0;0J121M0H141X0I0I0H631Z0;0J121M0H141X0I0I0H631Z0;OK;;;;23;23;11;11;;;;;
450;B53SJ00101;88;88;5;69;0I0I0H;219;71;0;0Z0M0K1G171X0I0I0H631Z0;0Z0M0K1G171X0I0I0H631Z0;OK;;;;23;23;11;11;;;;;
451;07ERJ00101;89;89;5;70;0I0H0I;219;72;0;0H0O121F171Y0I0H0I63200;0H0O121F171Y0I0H0I63200;OK;;;;23;23;11;11;;;;;
452;1EKAF00101;89;89;5;70;0I0H0I;219;72;0;0I12180Y131Y0I0H0I63200;0I12180Y131Y0I0H0I63200;OK;;;;23;23;11;11;;;;;
453;1J3PJ00101;89;89;5;70;0I0H0I;219;72;0;0I170K1D171Y0I0H0I63200;0I170K1D171Y0I0H0I63200;OK;;;;23;23;11;11;;;;;
454;3ECID00101;89;89;5;70;0I0H0I;219;72;0;0K121016111Y0I0H0I63200;0K121016111Y0I0H0I63200;OK;;;;23;23;11;11;;;;;
455;BE9U300101;89;89;5;70;0I0H0I;219;72;0;0Z120Q1I0K1Y0I0H0I63200;0Z120Q1I0K1Y0I0H0I63200;OK;;;;23;23;11;11;;;;;
456;20SKJ00101;91;91;5;72;0I0H0I;219;74;0;0J0H1G1817200I0H0I63220;0J0H1G1817200I0H0I63220;OK;;;;23;23;11;11;;;;;
457;0O1QJ00101;92;92;5;73;0I0I0H;219;75;0;0H1C0I1E17210I0I0H63230;0H1C0I1E17210I0I0H63230;OK;;;;23;23;11;11;;;;;
458;20TLJ00101;93;93;5;74;0I0H0I;219;76;0;0J0H1H1917220I0H0I63240;0J0H1H1917220I0H0I63240;OK;;;;23;23;11;11;;;;;
459;5FUG500101;93;93;5;74;0I0H0I;219;76;0;0M131I140M220I0H0I63240;0M131I140M220I0H0I63240;OK;;;;23;23;11;11;;;;;
460;9E0WG00101;93;93;5;74;0I0H0I;219;76;0;0Q120H1K14220I0H0I63240;0Q120H1K14220I0H0I63240;OK;;;;23;23;11;11;;;;;
461;1O1RJ00101;94;94;5;75;0I0I0H;219;77;0;0I1C0I1F17230I0I0H63250;0I1C0I1F17230I0I0H63250;OK;;;;23;23;11;11;;;;;
462;H53SJ00101;94;94;5;75;0I0I0H;219;77;0;150M0K1G17230I0I0H63250;150M0K1G17230I0I0H63250;OK;;;;23;23;11;11;;;;;
463;4EEHI00101;96;96;5;77;0I0I0H;219;79;0;0L12121516250I0I0H63270;0L12121516250I0I0H63270;OK;;;;23;23;11;11;;;;;
464;3CAPJ00101;98;98;5;79;0I0I0H;219;81;0;0K100Y1D17270I0I0H63290;0K100Y1D17270I0I0H63290;OK;;;;23;23;11;11;;;;;
465;87GQJ00101;98;98;5;79;0I0I0H;219;81;0;0P0O141E17270I0I0H63290;0P0O141E17270I0I0H63290;OK;;;;23;23;11;11;;;;;
466;8C9SJ00101;98;98;5;79;0I0I0H;219;81;0;0P100Q1G17270I0I0H63290;0P100Q1G17270I0I0H63290;OK;;;;23;23;11;11;;;;;
467;1EOX500101;99;99;5;80;0I0H0I;219;82;0;0I121C1L0M280I0H0I632A0;0I121C1L0M280I0H0I632A0;OK;;;;23;23;11;11;;;;;
468;23XKJ00101;99;99;5;80;0I0H0I;219;82;0;0J0K1L1817280I0H0I632A0;0J0K1L1817280I0H0I632A0;OK;;;;23;23;11;11;;;;;
469;8D9SJ00101;99;99;5;80;0I0H0I;219;82;0;0P110Q1G17280I0H0I632A0;0P110Q1G17280I0H0I632A0;OK;;;;23;23;11;11;;;;;
470;97GQJ00101;99;99;5;80;0I0H0I;219;82;0;0Q0O141E17280I0H0I632A0;0Q0O141E17280I0H0I632A0;OK;;;;23;23;11;11;;;;;
471;DB5MJ00101;99;99;5;80;0I0H0I;219;82;0;110Z0M1A17280I0H0I632A0;110Z0M1A17280I0H0I632A0;OK;;;;23;23;11;11;;;;;
472;3EOX500101;101;101;5;82;0I0H0I;219;84;0;0K121C1L0M2A0I0H0I632C0;0K121C1L0M2A0I0H0I632C0;OK;;;;23;23;11;11;;;;;
473;AE0WG00101;101;101;5;82;0I0H0I;219;84;0;0Y120H1K142A0I0H0I632C0;0Y120H1K142A0I0H0I632C0;OK;;;;23;23;11;11;;;;;
474;3EPX500101;102;102;5;83;0I0I0H;219;85;0;0K121D1L0M2B0I0I0H632D0;0K121D1L0M2B0I0I0H632D0;OK;;;;23;23;11;11;;;;;
475;44QSJ00101;103;103;5;84;0I0H0I;219;86;0;0L0L1E1G172C0I0H0I632E0;0L0L1E1G172C0I0H0I632E0;OK;;;;23;23;11;11;;;;;
476;5EEQF00101;103;103;5;84;0I0H0I;219;86;0;0M12121E132C0I0H0I632E0;0M12121E132C0I0H0I632E0;OK;;;;23;23;11;11;;;;;
477;DD3QJ00101;103;103;5;84;0I0H0I;219;86;0;11110K1E172C0I0H0I632E0;11110K1E172C0I0H0I632E0;OK;;;;23;23;11;11;;;;;
478;5EPX500101;104;104;5;85;0I0I0H;219;87;0;0M121D1L0M2D0I0I0H632F0;0M121D1L0M2D0I0I0H632F0;OK;;;;23;23;11;11;;;;;
479;95KTJ00101;104;104;5;85;0I0I0H;219;87;0;0Q0M181H172D0I0I0H632F0;0Q0M181H172D0I0I0H632F0;OK;;;;23;23;11;11;;;;;
480;CE8TC00101;104;104;5;85;0I0I0H;219;87;0;10120P1H102D0I0I0H632F0;10120P1H102D0I0I0H632F0;OK;;;;23;23;11;11;;;;;
481;6EPX500101;105;105;5;86;0I0H0I;219;88;0;0N121D1L0M2E0I0H0I632G0;0N121D1L0M2E0I0H0I632G0;OK;;;;23;23;11;11;;;;;
482;S53SJ00101;105;105;5;86;0I0H0I;219;88;0;1G0M0K1G172E0I0H0I632G0;1G0M0K1G172E0I0H0I632G0;OK;;;;23;23;11;11;;;;;
483;2EZQ700101;106;106;5;87;0I0I0H;219;89;0;0J121N1E0O2F0I0I0H632H0;0J121N1E0O2F0I0I0H632H0;OK;;;;23;23;11;11;;;;;
484;7EPX500101;106;106;5;87;0I0I0H;219;89;0;0O121D1L0M2F0I0I0H632H0;0O121D1L0M2F0I0I0H632H0;OK;;;;23;23;11;11;;;;;
485;1PANJ00101;107;107;5;88;0I0H0I;219;90;0;0I1D0Y1B172G0I0H0I632I0;0I1D0Y1B172G0I0H0I632I0;OK;;;;23;23;11;11;;;;;
486;A7GQJ00101;107;107;5;88;0I0H0I;219;90;0;0Y0O141E172G0I0H0I632I0;0Y0O141E172G0I0H0I632I0;OK;;;;23;23;11;11;;;;;
487;0LJKJ00101;108;108;5;89;0I0I0H;219;91;0;0H191718172H0I0I0H632J0;0H191718172H0I0I0H632J0;OK;;;;23;23;11;11;;;;;
488;9EPX500101;108;108;5;89;0I0I0H;219;91;0;0Q121D1L0M2H0I0I0H632J0;0Q121D1L0M2H0I0I0H632J0;OK;;;;23;23;11;11;;;;;
489;A0TLJ00101;108;108;5;89;0I0I0H;219;91;0;0Y0H1H19172H0I0I0H632J0;0Y0H1H19172H0I0I0H632J0;OK;;;;23;23;11;11;;;;;
490;B7GQJ00101;108;108;5;89;0I0I0H;219;91;0;0Z0O141E172H0I0I0H632J0;0Z0O141E172H0I0I0H632J0;OK;;;;23;23;11;11;;;;;
491;5EZV200101;109;109;5;90;0I0H0I;219;92;0;0M121N1J0J2I0I0H0I632K0;0M121N1J0J2I0I0H0I632K0;OK;;;;23;23;11;11;;;;;
492;R46VJ00101;109;109;5;90;0I0H0I;219;92;0;1F0L0N1J172I0I0H0I632K0;1F0L0N1J172I0I0H0I632K0;OK;;;;23;23;11;11;;;;;
493;4BQLJ00101;110;110;5;91;0I0I0H;219;93;0;0L0Z1E19172J0I0I0H632L0;0L0Z1E19172J0I0I0H632L0;OK;;;;23;23;11;11;;;;;
494;7LBNJ00101;110;110;5;91;0I0I0H;219;93;0;0O190Z1B172J0I0I0H632L0;0O190Z1B172J0I0I0H632L0;OK;;;;23;23;11;11;;;;;
495;7V4RJ00101;110;110;5;91;0I0I0H;219;93;0;0O1J0L1F172J0I0I0H632L0;0O1J0L1F172J0I0I0H632L0;OK;;;;23;23;11;11;;;;;
496;CD9SJ00101;110;110;5;91;0I0I0H;219;93;0;10110Q1G172J0I0I0H632L0;10110Q1G172J0I0I0H632L0;OK;;;;23;23;11;11;;;;;
497;1NJKJ00101;111;111;5;92;0I0H0I;219;94;0;0I1B1718172K0I0H0I632M0;0I1B1718172K0I0H0I632M0;OK;;;;23;23;11;11;;;;;
498;DJ5QJ00101;111;111;5;92;0I0H0I;219;94;0;11170M1E172K0I0H0I632M0;11170M1E172K0I0H0I632M0;OK;;;;23;23;11;11;;;;;
499;HEUG500101;111;111;5;92;0I0H0I;219;94;0;15121I140M2K0I0H0I632M0;15121I140M2K0I0H0I632M0;OK;;;;23;23;11;11;;;;;
500;5QANJ00101;112;112;5;93;0I0I0H;219;95;0;0M1E0Y1B172L0I0I0H632N0;0M1E0Y1B172L0I0I0H632N0;OK;;;;23;23;11;11;;;;;
501;0KOLJ00101;113;113;5;94;0I0H0I;219;96;0;0H181C19172M0I0H0I632O0;0H181C19172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
502;74YRJ00101;113;113;5;94;0I0H0I;219;96;0;0O0L1M1F172M0I0H0I632O0;0O0L1M1F172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
503;96QVJ00101;113;113;5;94;0I0H0I;219;96;0;0Q0N1E1J172M0I0H0I632O0;0Q0N1E1J172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
504;ID7RJ00101;113;113;5;94;0I0H0I;219;96;0;16110O1F172M0I0H0I632O0;16110O1F172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
505;J7GNJ00101;113;113;5;94;0I0H0I;219;96;0;170O141B172M0I0H0I632O0;170O141B172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
506;RA2QJ00101;113;113;5;94;0I0H0I;219;96;0;1F0Y0J1E172M0I0H0I632O0;1F0Y0J1E172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
507;Z06VJ00101;113;113;5;94;0I0H0I;219;96;0;1N0H0N1J172M0I0H0I632O0;1N0H0N1J172M0I0H0I632O0;OK;;;;23;23;11;11;;;;;
